,study_id,Actinobacteria,Chloroflexi,Firmicutes,Gemmatimonadetes,Planctomycetes,Proteobacteria,Verrucomicrobia,Crenarchaeota,Euryarchaeota,Parvarchaeota,Acidobacteria,Aquificae,Armatimonadetes,Bacteroidetes,Caldiserica,Caldithrix,Chlamydiae,Chlorobi,Cyanobacteria,Deferribacteres,Elusimicrobia,Fibrobacteres,Fusobacteria,Lentisphaerae,Nitrospirae,Spirochaetes,Synergistetes,Tenericutes,Thermi,Thermotogae,Dictyoglomi,Poribacteria,Chrysiogenetes,Thaumarchaeota,Balneolaeota,Calditrichaeota,Ignavibacteriae,Kiritimatiellaeota,Nitrospinae,Thermodesulfobacteria,Annelida,Apicomplexa,Arthropoda,Ascomycota,Bacillariophyta,Basidiomycota,Brachiopoda,Chlorophyta,Chordata,Cryptomycota,Echinodermata,Euglenida,Haplosporidia,Mollusca,Mucoromycota,Nematoda,Phaeophyceae,Picozoa,Platyhelminthes,Rotifera,Streptophyta,Tardigrada,Zoopagomycota,Nanoarchaeota,Rhodothermaeota,Blastocladiomycota,Bryozoa,Chromerida,Chytridiomycota,Cnidaria,Colponemidia,Entoprocta,Entorrhizomycota,Eustigmatophyceae,Gastrotricha,Gnathostomulida,Hemichordata,Microsporidia,Pinguiophyceae,Placozoa,Porifera,Priapulida,Xanthophyceae,Xenacoelomorpha,Ciliophora,Euglenozoa,Coprothermobacterota,Cercozoa,Discosea,Endomyxa,Evosea,Fornicata,Haptista,Preaxostyla,Rhodophyta,Tubulinea
ERR1713339,MGYS00001312,87,5,2215,1,3,2629,54,0,8,0,5,0,1,407,0,0,0,0,3,0,0,3,672,0,0,2,30,26,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1725955,MGYS00001312,141,74,1533,0,15,2638,152,0,22,0,2,0,3,323,0,0,0,1,0,0,0,0,570,0,0,2,124,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713341,MGYS00001312,559,18,16479,2,8,15852,235,0,58,0,0,0,6,2064,1,0,4,1,11,0,1,3,6428,17,0,12,135,84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713342,MGYS00001312,4647,608,23906,3,17,33912,369,1,400,0,28,0,3,3391,16,3,1,14,33,4,0,6,10363,4,0,33,182,159,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1725963,MGYS00001312,200,24,2540,1,5,6238,78,0,9,0,3,0,0,885,1,0,1,37,5,0,0,1,370,0,6,1,16,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713344,MGYS00001312,656,422,5531,37,324,31086,378,1,295,0,802,0,43,12886,13,6,11,103,109,0,17,22,594,6,250,561,183,72,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713345,MGYS00001312,1561,455,17972,11,40,32975,452,1,353,0,20,0,7,4417,10,1,1,15,34,0,2,2,298,0,5,27,416,243,2,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713346,MGYS00001312,1266,49,16092,1,22,7801,3476,0,523,0,22,0,0,2074,0,1,3,4,155,0,70,1,310,6,2,28,626,108,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1725966,MGYS00001312,478,26,4541,2,31,15852,55,0,33,0,3,0,2,2989,1,0,0,27,1,0,0,1,9300,1,3,1,42,36,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1725967,MGYS00001312,562,27,5711,2,17,8499,226,0,42,0,8,0,1,484,0,0,8,2,2,0,0,0,1258,1,1,6,81,54,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713349,MGYS00001312,1465,134,21389,5,41,51897,323,0,169,0,21,0,5,8578,13,2,15,20,21,0,2,1,6864,5,0,89,72,241,9,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713350,MGYS00001312,3286,75,39899,8,62,65166,518,0,273,0,37,0,6,9702,1,0,1,6,16,0,5,2,12710,6,0,19,50,612,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713351,MGYS00001312,471,38,4835,2,10,5465,52,0,23,0,12,0,0,1228,0,0,1,21,2,0,1,2,541,1,2,4,2,49,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713352,MGYS00001312,305,8,1720,3,25,90518,27,0,16,0,7,0,0,74021,0,0,0,3,2,0,0,0,1847,0,0,3,37,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713353,MGYS00001312,1074,35,7098,0,21,6526,809,2,229,0,25,0,1,1742,0,0,4,2,311,0,12,16,111,5,1,31,164,92,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1725969,MGYS00001312,2987,184,12670,8,213,31992,965,0,130,0,55,0,10,1847,0,0,4,30,6,0,0,7,1407,1,0,14,344,121,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713355,MGYS00001312,3523,73,34655,7,80,56712,202,0,310,0,18,0,1,2142,3,1,0,9,96,0,5,1,18586,5,0,31,345,473,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713356,MGYS00001312,1254,48,19357,6,48,22476,243,0,47,0,22,0,3,4437,1,0,1,7,8,0,0,0,4097,7,0,8,66,142,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1725975,MGYS00001312,22,1,326,1,1,19906,3,0,2,0,0,0,0,4038,1,0,0,1,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713358,MGYS00001312,1066,4826,5821,5,133,12397,1017,0,1235,0,216,0,47,10457,20,0,0,30,23,0,4,0,90,3,4,44,929,35,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713359,MGYS00001312,824,95,4025,3,9,165653,287,0,195,0,6,0,0,368,2,0,1,2,2,0,2,0,57,0,1,6,70,148,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1725977,MGYS00001312,131,2,1869,0,9,6535,13,0,11,0,0,0,0,616,0,0,0,0,1,0,0,4,961,0,0,2,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713361,MGYS00001312,159,71,1576,0,13,1917,55,0,36,0,17,0,1,516,6,0,0,4,5,0,0,3,126,1,1,96,65,54,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1725978,MGYS00001312,1069,23,10337,1,6,8642,95,0,80,0,85,0,2,5744,5,0,1,10,119,0,23,5,238,10,1,129,87,98,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713363,MGYS00001312,1654,21,14581,8,9,62667,220,1,26,0,9,0,0,8813,0,0,2,7,23,0,0,3,831,1,1,6,28,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713364,MGYS00001312,287,10,7522,4,56,25597,151,0,53,0,8,0,1,9339,0,1,0,3,20,0,0,4,1936,3,0,20,71,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1725982,MGYS00001312,104,11,1792,2,2,19945,13,0,5,0,3,0,6,3513,0,0,1,7,0,0,0,0,160,1,3,0,2,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713366,MGYS00001312,221,11,2490,1,8,2057,115,0,57,0,1,0,0,195,0,0,0,0,4,0,0,0,188,0,0,2,13,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713367,MGYS00001312,897,330,7166,13,196,79595,562,0,82,0,164,0,31,23133,3,0,4,80,31,0,11,28,2197,8,84,112,116,62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713368,MGYS00001312,902,56,20012,2,47,71396,195,0,60,0,20,0,4,22329,5,0,1,7,15,3,2,3,5815,5,2,32,115,181,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713369,MGYS00001312,2055,132,21697,10,33,35270,428,0,494,0,23,0,0,4899,3,0,0,6,80,0,1,3,1543,3,2,59,374,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713370,MGYS00001312,1672,1097,16931,8,102,34109,1783,2,650,0,302,0,4,595,400,1,5,214,50,0,1,4,138,2,9,67,2695,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713371,MGYS00001312,442,43,7702,12,5,172778,87,0,39,0,3,0,2,945,2,0,1,7,10,0,12,2,89,4,0,6,33,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713372,MGYS00001312,1322,25,17888,5,109,60672,236,6,47,0,19,0,4,5953,0,0,0,8,50,0,1,3,833,2,2,19,48,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1725987,MGYS00001312,57,4,1126,0,6,1244,30,0,7,0,2,0,0,296,0,0,0,0,0,0,0,0,134,0,0,1,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1725989,MGYS00001312,342,15,6893,4,16,40296,62,0,44,0,4,0,0,2085,0,0,0,0,26,0,0,0,2044,0,0,6,16,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713375,MGYS00001312,623,21,12446,2,13,27249,211,1,64,0,7,0,1,5290,1,0,1,4,17,0,1,15,3868,0,0,20,61,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713376,MGYS00001312,377,16,7365,7,363,52201,384,0,26,0,4,0,5,7043,0,0,3,2,18,0,0,1,2324,25,0,23,622,145,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1725994,MGYS00001312,1059,22,8027,1,5,9702,66,0,26,0,18,0,1,1375,2,0,3,3,20,0,1,1,147,0,1,7,55,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713378,MGYS00001312,1756,268,13513,2,59,13681,936,1,604,0,23,0,2,1474,5,1,3,6,155,0,3,6,176,11,2,21,948,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1725998,MGYS00001312,420,584,2958,19,91,10882,528,4,234,5,147,0,15,4772,19,1,5,147,28,0,4,31,604,46,59,707,535,235,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713380,MGYS00001312,557,27,8423,3,21,60925,109,0,7,0,29,0,2,19427,0,0,4,8,6,0,5,0,726,0,40,9,14,76,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713381,MGYS00001312,11148,300,67559,12,24,7793,131,0,958,0,11,0,0,3781,0,0,1,5,113,0,1,6,397,3,1,47,113,1113,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713382,MGYS00001312,624,20,8303,7,9,129952,64,1,18,0,19,0,2,43854,2,0,2,4,4,0,0,0,1783,0,0,5,34,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713383,MGYS00001312,1372,395,16416,5,56,11340,397,0,247,0,23,0,6,2682,25,0,0,17,27,0,1,11,1668,4,0,76,527,272,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713384,MGYS00001312,3202,112,42439,4,79,28968,817,0,209,0,32,0,9,9482,16,1,4,10,107,0,16,14,1089,9,1,310,934,545,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713385,MGYS00001312,791,19,16243,9,93,26562,157,0,134,0,13,0,0,5284,1,0,0,3,202,1,13,6,1903,20,0,79,103,417,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713386,MGYS00001312,2296,68,13544,15,24,247082,161,1,398,0,9,0,2,1708,0,0,4,2,86,0,4,1,446,4,1,22,275,168,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713387,MGYS00001312,404,548,4783,7,47,16387,487,0,102,0,39,0,26,2198,140,0,7,87,7,0,1,1,196,1,4,129,313,65,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1726002,MGYS00001312,269,8,4521,2,21,8660,71,0,23,0,2,0,1,960,0,0,0,1,6,0,0,0,342,0,0,3,15,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713389,MGYS00001312,926,43,13003,5,38,30029,251,0,45,0,22,0,3,7652,0,0,4,18,67,0,4,23,1167,12,0,18,185,66,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713390,MGYS00001312,1552,656,38514,14,43,18227,604,0,752,0,22,0,1,2696,2,2,2,11,36,0,0,3,1460,14,3,88,460,386,0,2505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713391,MGYS00001312,438,24,5270,1,16,7343,119,0,38,0,12,0,2,1249,0,0,0,8,2,0,0,2,451,1,0,7,51,91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713392,MGYS00001312,1046,39,15500,8,12,57906,222,0,69,0,24,0,4,9538,1,1,6,9,19,0,2,0,542,0,7,15,31,157,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713393,MGYS00001312,8,1,637,1,0,18674,2,0,4,0,0,0,0,186,0,0,0,0,1,0,0,0,16,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713394,MGYS00001312,821,75,26793,5,8,54202,390,0,110,0,18,0,27,45078,17,0,3,75,42,0,0,0,63,32,0,2821,3401,23267,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713395,MGYS00001312,485,26,1533,3,6,75744,22,0,2,0,5,0,0,25509,1,0,0,0,5,0,0,0,345,0,0,4,23,28,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713396,MGYS00001312,247,7,3283,0,4,6646,13,0,17,0,1,0,0,3283,2,0,0,2,21,0,15,0,45,20,0,103,10,31,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713397,MGYS00001312,1604,109,13625,15,215,23830,249,0,807,0,190,0,11,3127,2,0,15,3,69,0,7,9,3871,0,96,70,87,400,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713398,MGYS00001312,2135,120,15026,9,11,25078,252,0,158,0,13,0,1,2626,3,0,1,1,13,0,0,1,1099,3,2,65,73,98,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1726015,MGYS00001312,551,24,7450,1,26,8017,142,0,47,0,5,0,7,578,0,0,0,5,1,0,0,0,947,0,1,7,166,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713400,MGYS00001312,1261,27,19033,9,40,20869,340,0,132,0,11,0,3,1708,0,0,4,6,12,1,0,1,2329,1,1,29,278,101,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
